tsdist       fuel
1	0.01000000
2	0.01000000
3	0.01000000
4	0.01000000
5	0.04682872
6	0.11409006
7	0.17945203
8	0.24291460
9	0.30447780
10	0.36414162
11	0.42190605
12	0.47777111
13	0.53173678
14	0.58380307
15	0.63396998
16	0.68223751
17	0.72860565
18	0.77307442
19	0.81564380
20	0.85631381
21	0.89508443
22	0.93195567
23	0.96692752
24	1.00000000
